Log started: Sat Feb 14 19:59:44 2015

1385 actors total parsed
Actor	Ed Num	SpawnID	Filter	Source
BruiserFireSpawner	-1	0	0:All	:actors/mons/bruiserdemon.txt
BruiserBallTrail	-1	0	0:All	:actors/mons/bruiserdemon.txt
BruiserFire	-1	0	0:All	:actors/mons/bruiserdemon.txt
Cardinal	3120	108	1:Doom	:actors/mons/cardinal.txt
Cardinal_Rocket	-1	0	1:Doom	:actors/mons/cardinal.txt
pain_gernade	-1	0	1:Doom	:actors/mons/cardinal.txt
Fire	-1	0	0:All	:actors/mons/cardinal.txt
paingasm	10004	111	1:Doom	:actors/mons/cardinal.txt
faintGhost1	-1	0	0:All	:actors/mons/cardinal.txt
faintGhost2	-1	0	0:All	:actors/mons/cardinal.txt
faintGhost3	-1	0	0:All	:actors/mons/cardinal.txt
painball	-1	0	0:All	:actors/mons/cardinal.txt
DeathBall	-1	0	0:All	:actors/mons/cardinal.txt
BallTail	-1	0	0:All	:actors/mons/cardinal.txt
CardinalPlasma	-1	0	0:All	:actors/mons/cardinal.txt
plasmaTail	-1	0	0:All	:actors/mons/cardinal.txt
Cyberbaron	30108	105	1:Doom	:actors/mons/cyberbaron.txt
CyberFiend	30109	106	1:Doom	:actors/mons/cyberfiend.txt
CyberFiendArm	-1	0	0:All	:actors/mons/cyberfiend.txt
Puke1	-1	0	0:All	:actors/mons/cyberfiend.txt
Puke2	-1	0	0:All	:actors/mons/cyberfiend.txt
Puke3	-1	0	0:All	:actors/mons/cyberfiend.txt
1Gib	-1	0	0:All	:actors/mons/cyberfiend.txt
2Gib	-1	0	0:All	:actors/mons/cyberfiend.txt
3Gib	-1	0	0:All	:actors/mons/cyberfiend.txt
IGib	-1	0	0:All	:actors/mons/cyberfiend.txt
IGib2	-1	0	0:All	:actors/mons/cyberfiend.txt
CyberImp	20002	251	1:Doom	:actors/mons/cyberimp.txt
ImpCyberArm	-1	0	0:All	:actors/mons/cyberimp.txt
Cybruiser	30128	107	0:All	:actors/mons/cybruiser.txt
BruiserMissile	-1	0	0:All	:actors/mons/cybruiser.txt
BruiserTrail	-1	0	0:All	:actors/mons/cybruiser.txt
DarknessRift	15001	126	1:Doom	:actors/mons/darknessrift.txt
RiftCloudSpawner	-1	0	0:All	:actors/mons/darknessrift.txt
RiftCloud	-1	0	0:All	:actors/mons/darknessrift.txt
RiftMonsterSpawner	-1	0	0:All	:actors/mons/darknessrift.txt
DarkRiftBall	-1	0	0:All	:actors/mons/darknessrift.txt
DarkRiftSpear	-1	0	0:All	:actors/mons/darknessrift.txt
Diabloist	30112	112	0:All	:actors/mons/diabloist.txt
DFire	-1	0	0:All	:actors/mons/diabloist.txt
DFlare	-1	0	0:All	:actors/mons/diabloist.txt
DMissile	-1	0	0:All	:actors/mons/diabloist.txt
DTracer	-1	0	0:All	:actors/mons/diabloist.txt
MFlareFX	-1	0	0:All	:actors/mons/diabloist.txt
DTracerPuff	-1	0	0:All	:actors/mons/diabloist.txt
DMissileTrail	-1	0	0:All	:actors/mons/diabloist.txt
DMissileCircle	-1	0	0:All	:actors/mons/diabloist.txt
ESoul	25628	157	1:Doom	:actors/mons/esoul.txt
EShadowBall	-1	0	0:All	:actors/mons/esoul.txt
EShadowTrail	-1	0	0:All	:actors/mons/esoul.txt
Fallen	30139	113	1:Doom	:actors/mons/fallen.txt
FallenFX	-1	0	0:All	:actors/mons/fallen.txt
FallenShot	-1	0	0:All	:actors/mons/fallen.txt
FallenSP	-1	0	0:All	:actors/mons/fallen.txt
FlamerZombie	25626	156	1:Doom	:actors/mons/flamerzombie.txt
ZombieFire	-1	0	0:All	:actors/mons/flamerzombie.txt
ZombieDropFire	-1	0	0:All	:actors/mons/flamerzombie.txt
FreezeRifleGuy	25625	121	1:Doom	:actors/mons/freezerifleguy.txt
ZombieFreezeBlast	-1	0	1:Doom	:actors/mons/freezerifleguy.txt
GHorror	6666	151	1:Doom	:actors/mons/ghorror.txt
HorrorBall	-1	0	0:All	:actors/mons/ghorror.txt
HorrorBall2	-1	0	0:All	:actors/mons/ghorror.txt
BlazeBall	-1	0	0:All	:actors/mons/ghorror.txt
BlazeBall2	-1	0	0:All	:actors/mons/ghorror.txt
BlazeFX1	-1	0	0:All	:actors/mons/ghorror.txt
BlazeFX2	-1	0	0:All	:actors/mons/ghorror.txt
Sentence	-1	0	0:All	:actors/mons/ghorror.txt
HeadGib	-1	0	0:All	:actors/mons/ghorror.txt
Grell	30127	114	1:Doom	:actors/mons/grell.txt
GrellBall	-1	0	0:All	:actors/mons/grell.txt
PowerSlow	-1	0	0:All	:actors/mons/grell.txt
GrellSlowdown	-1	0	0:All	:actors/mons/grell.txt
BarbTrail	-1	0	0:All	:actors/mons/grell.txt
Hellion	30132	115	1:Doom	:actors/mons/hellion.txt
HellionBall	-1	0	0:All	:actors/mons/hellion.txt
HellionPuff	-1	0	0:All	:actors/mons/hellion.txt
Hellrose	15002	252	1:Doom	:actors/mons/hellrose.txt
HellroseBramble	-1	0	0:All	:actors/mons/hellrose.txt
Spore	-1	0	0:All	:actors/mons/hellrose.txt
Drt1	-1	0	0:All	:actors/mons/hellrose.txt
Drt2	-1	0	0:All	:actors/mons/hellrose.txt
Drt3	-1	0	0:All	:actors/mons/hellrose.txt
HellsFury	3127	116	1:Doom	:actors/mons/hellsfury.txt
HellsFuryBall	-1	0	0:All	:actors/mons/hellsfury.txt
HFSoulHarvesterBall	-1	0	0:All	:actors/mons/hellsfury.txt
HellsFurySkull	-1	0	0:All	:actors/mons/hellsfury.txt
HFSoulBallTrail	-1	0	0:All	:actors/mons/hellsfury.txt
HellWarrior	3119	118	1:Doom	:actors/mons/hellwarrior.txt
HellWarriorBall	-1	0	0:All	:actors/mons/hellwarrior.txt
HellWarriorBall2	-1	0	0:All	:actors/mons/hellwarrior.txt
HellWarriorShield	-1	0	0:All	:actors/mons/hellwarrior.txt
Bloodtrail	-1	0	0:All	:actors/mons/hierophant.txt
AcolFX2	-1	0	0:All	:actors/mons/hierophant.txt
Hierophant	30135	119	1:Doom	:actors/mons/hierophant.txt
HieroBall1	-1	0	0:All	:actors/mons/hierophant.txt
HieroBall2	-1	0	0:All	:actors/mons/hierophant.txt
CurseBall	-1	0	0:All	:actors/mons/hierophant.txt
CurseTrail	-1	0	0:All	:actors/mons/hierophant.txt
HieroFX	-1	0	0:All	:actors/mons/hierophant.txt
HornBeast	30113	120	1:Doom	:actors/mons/hornbeast.txt
HBeastSmoke	-1	0	0:All	:actors/mons/hornbeast.txt
HBeastShot	-1	0	0:All	:actors/mons/hornbeast.txt
HBeastFlame	-1	0	0:All	:actors/mons/hornbeast.txt
HellstormArchon	30106	117	0:All	:actors/mons/hstormarchon.txt
HArchonComet	-1	0	0:All	:actors/mons/hstormarchon.txt
HArchonCometTrail	-1	0	0:All	:actors/mons/hstormarchon.txt
ImpWarlord	30140	122	1:Doom	:actors/mons/impwarlord.txt
YellowSkullSeeker	-1	0	0:All	:actors/mons/impwarlord.txt
GreenPoisonBall	-1	0	0:All	:actors/mons/impwarlord.txt
FamiliarSpawner	-1	0	0:All	:actors/mons/impwarlord.txt
RedSkullBall	-1	0	0:All	:actors/mons/impwarlord.txt
WarlordMace	-1	0	0:All	:actors/mons/impwarlord.txt
WarlordShield	-1	0	0:All	:actors/mons/impwarlord.txt
BatFamiliar	30141	123	0:All	:actors/mons/impwarlord.txt
DragonFamiliar	30142	124	0:All	:actors/mons/impwarlord.txt
MiniFirePuff	-1	0	0:All	:actors/mons/impwarlord.txt
MiniFirePuffNoDamage	-1	0	0:All	:actors/mons/impwarlord.txt
BatsFlockSpawner	8899	0	1:Doom	:actors/mons/impwarlord.txt
Lavademon	30107	125	1:Doom	:actors/mons/lavademon.txt
PhoenixFX3	-1	0	0:All	:actors/mons/lavademon.txt
beastball2	-1	0	0:All	:actors/mons/lavademon.txt
firestep	-1	0	0:All	:actors/mons/lavademon.txt
lavasmoke1	-1	0	0:All	:actors/mons/lavademon.txt
LordofHeresy	3121	127	1:Doom	:actors/mons/lohs.txt
MaulerDemon	3123	128	1:Doom	:actors/mons/maulerdemon.txt
KDiZDNightmare	26000	129	1:Doom	:actors/mons/nightmare.txt
NightmareWisp	-1	0	0:All	:actors/mons/nightmare.txt
NightmareDemon	30110	130	1:Doom	:actors/mons/nmaredemon.txt
NDemonBall	-1	0	0:All	:actors/mons/nmaredemon.txt
Phantom	30862	131	1:Doom	:actors/mons/phantom.txt
MiniPhantom	-1	0	0:All	:actors/mons/phantom.txt
PhantomEgg	-1	0	0:All	:actors/mons/phantom.txt
PhantomHatch	-1	0	0:All	:actors/mons/phantom.txt
GhostEgg2	-1	0	0:All	:actors/mons/phantom.txt
GhostHatch2	-1	0	0:All	:actors/mons/phantom.txt
Ghost2	-1	0	1:Doom	:actors/mons/phantom.txt
SoulBomb	-1	0	0:All	:actors/mons/phantom.txt
SoulTrail	-1	0	0:All	:actors/mons/phantom.txt
SoulSmoke	-1	0	0:All	:actors/mons/phantom.txt
Piranha	12512	168	1:Doom	:actors/mons/piranha.txt
FishGib1	-1	0	0:All	:actors/mons/piranha.txt
FishGib2	-1	0	0:All	:actors/mons/piranha.txt
FishGib3	-1	0	0:All	:actors/mons/piranha.txt
FishLimit	-1	0	0:All	:actors/mons/piranha.txt
PlasmaDemon	3124	132	1:Doom	:actors/mons/plasmademon.txt
PDemBall	-1	0	0:All	:actors/mons/plasmademon.txt
PDemBallTrail	-1	0	0:All	:actors/mons/plasmademon.txt
PoisonSoul	25634	158	1:Doom	:actors/mons/poisonsoul.txt
PoisonSoulPoison	-1	0	0:All	:actors/mons/poisonsoul.txt
ProfaneOne	2722	133	1:Doom	:actors/mons/profaneone.txt
PoisonBall	-1	0	0:All	:actors/mons/profaneone.txt
BloodPuke	-1	0	0:All	:actors/mons/profaneone.txt
PoisonTrail	-1	0	0:All	:actors/mons/profaneone.txt
PyroDemon	30105	134	1:Doom	:actors/mons/pyrodemon.txt
FireShot	-1	0	0:All	:actors/mons/pyrodemon.txt
FireTail	-1	0	0:All	:actors/mons/pyrodemon.txt
EscapeExplosion	-1	0	0:All	:actors/mons/pyrodemon.txt
Pyroball	-1	0	0:All	:actors/mons/pyrodemon.txt
FirebombExplosion1	-1	0	0:All	:actors/mons/pyrodemon.txt
FirebombExplosion2	-1	0	0:All	:actors/mons/pyrodemon.txt
FirebombExplosion3	-1	0	0:All	:actors/mons/pyrodemon.txt
PyroBlast	-1	0	0:All	:actors/mons/pyrodemon.txt
WalkFire	-1	0	0:All	:actors/mons/pyrodemon.txt
RainCometNull	-1	0	0:All	:actors/mons/pyrodemon.txt
FallingComet	-1	0	0:All	:actors/mons/pyrodemon.txt
PCometDeathGlow	-1	0	0:All	:actors/mons/pyrodemon.txt
PCometDeath	-1	0	0:All	:actors/mons/pyrodemon.txt
PyroImp	30131	135	1:Doom	:actors/mons/pyroimp.txt
PyroImpBall	-1	0	0:All	:actors/mons/pyroimp.txt
PyroImpBallNoGravity	-1	0	0:All	:actors/mons/pyroimp.txt
PyroImpFire	-1	0	0:All	:actors/mons/pyroimp.txt
PyroImpBallFire	-1	0	0:All	:actors/mons/pyroimp.txt
PyroImpBallFire2	-1	0	0:All	:actors/mons/pyroimp.txt
PyroImpExplosion	-1	0	0:All	:actors/mons/pyroimp.txt
QuadShotgunZombie	30119	136	1:Doom	:actors/mons/qshotzombie.txt
QuadShotgunZombieCounter	-1	0	0:All	:actors/mons/qshotzombie.txt
Roach	25629	159	1:Doom	:actors/mons/roach.txt
RoachScared	-1	0	0:All	:actors/mons/roach.txt
RoachBall	-1	0	0:All	:actors/mons/roach.txt
RoachBallTrail	-1	0	0:All	:actors/mons/roach.txt
RotWraith	30143	137	1:Doom	:actors/mons/rotwraith.txt
GreenFartCloud	-1	0	0:All	:actors/mons/rotwraith.txt
FartBallFX	-1	0	0:All	:actors/mons/rotwraith.txt
FartBall	-1	0	0:All	:actors/mons/rotwraith.txt
Shadow	3126	161	1:Doom	:actors/mons/shadow.txt
ShadowBall	-1	0	0:All	:actors/mons/shadow.txt
ShadowGhostA	-1	0	0:All	:actors/mons/shadow.txt
ShadowGhostB	-1	0	0:All	:actors/mons/shadow.txt
ShadowGhostC	-1	0	0:All	:actors/mons/shadow.txt
ShadowGhostD	-1	0	0:All	:actors/mons/shadow.txt
Shadowtorso	-1	0	0:All	:actors/mons/shadow.txt
ShadowTrail	-1	0	0:All	:actors/mons/shadow.txt
SoulHarvester	30133	138	1:Doom	:actors/mons/sharvester.txt
SoulHarvesterBall	-1	0	0:All	:actors/mons/sharvester.txt
SoulHarvesterGhost	-1	0	0:All	:actors/mons/sharvester.txt
SoulBallTrail	-1	0	0:All	:actors/mons/sharvester.txt
SnakeImp	30150	155	1:Doom	:actors/mons/snakeimp.txt
SnakeImpFireball	-1	0	0:All	:actors/mons/snakeimp.txt
SpiritImp	30134	139	1:Doom	:actors/mons/spiritimp.txt
SpiritImpBall	-1	0	0:All	:actors/mons/spiritimp.txt
SpiritImpBallTrail	-1	0	0:All	:actors/mons/spiritimp.txt
OrbitSpirit	-1	0	0:All	:actors/mons/spiritimp.txt
OrbitSpirit2	-1	0	0:All	:actors/mons/spiritimp.txt
SpiritImpGhost1	-1	0	0:All	:actors/mons/spiritimp.txt
SpiritImpGhost	-1	0	0:All	:actors/mons/spiritimp.txt
Squire	9403	140	0:All	:actors/mons/squire.txt
SquireShot	-1	0	0:All	:actors/mons/squire.txt
SmokeTrail	-1	0	0:All	:actors/mons/squire.txt
SSGZombie	30137	144	1:Doom	:actors/mons/ssgzombie.txt
StoneDemon	30117	167	1:Doom	:actors/mons/stonedemon.txt
StoneDemonStatue	8190	142	0:All	:actors/mons/stonedemon.txt
StoneDemonBoulder	-1	0	0:All	:actors/mons/stonedemon.txt
StoneDemonMiniBoulder	-1	0	0:All	:actors/mons/stonedemon.txt
SuicideBomber	30136	143	1:Doom	:actors/mons/suicidebomber.txt
TeslaCoil	12040	0	1:Doom	:actors/mons/teslacoil.txt
TeslaZapper	-1	0	0:All	:actors/mons/teslacoil.txt
Boom	-1	0	0:All	:actors/mons/teslacoil.txt
TimeImp	30138	145	1:Doom	:actors/mons/timeimp.txt
TimeImpA	-1	0	0:All	:actors/mons/timeimp.txt
TimeImpB	-1	0	0:All	:actors/mons/timeimp.txt
TimeImpC	-1	0	0:All	:actors/mons/timeimp.txt
TimeImpD	-1	0	0:All	:actors/mons/timeimp.txt
HealImp	-1	0	0:All	:actors/mons/timeimp.txt
HealImpFriendly	-1	0	0:All	:actors/mons/timeimp.txt
SpImpBall	-1	0	0:All	:actors/mons/timeimp.txt
SpImpBallFast	-1	0	0:All	:actors/mons/timeimp.txt
SpImpBallFast2	-1	0	0:All	:actors/mons/timeimp.txt
SpBallTrailA	-1	0	0:All	:actors/mons/timeimp.txt
SpBallTrailB	-1	0	0:All	:actors/mons/timeimp.txt
ImpGhostOutIn	-1	0	0:All	:actors/mons/timeimp.txt
ImpGhostOut	-1	0	0:All	:actors/mons/timeimp.txt
TimeFreezeImp	-1	0	0:All	:actors/mons/timeimp.txt
TimeSlowImp	-1	0	0:All	:actors/mons/timeimp.txt
TimeShock	-1	0	0:All	:actors/mons/timeimp.txt
TimeImpFriendly	-1	0	0:All	:actors/mons/timeimp.txt
TornadoDemon	32725	146	1:Doom	:actors/mons/tornadodemon.txt
KnockbackTornado	-1	0	0:All	:actors/mons/tornadodemon.txt
WindyDisaster	-1	0	0:All	:actors/mons/tornadodemon.txt
Leaves1	-1	0	0:All	:actors/mons/tornadodemon.txt
Leaves2	-1	0	0:All	:actors/mons/tornadodemon.txt
Leaves3	-1	0	0:All	:actors/mons/tornadodemon.txt
FlyingFatso	3397	164	0:All	:actors/mons/volacubi.txt
FFPlasma	3398	165	0:All	:actors/mons/volacubi.txt
FFSlime	3399	166	0:All	:actors/mons/volacubi.txt
FFslimeball1	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball2	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball3	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball4	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball5	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball6	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball7	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball8	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball9	-1	0	0:All	:actors/mons/volacubi.txt
FFslimeball0	-1	0	0:All	:actors/mons/volacubi.txt
Vore	30118	149	1:Doom	:actors/mons/vore.txt
VoreFirepod	-1	0	0:All	:actors/mons/vore.txt
VoreFirepodTrail	-1	0	0:All	:actors/mons/vore.txt
Vulgar	25630	160	0:All	:actors/mons/vulgar.txt
VulgarShot	-1	0	0:All	:actors/mons/vulgar.txt
VBarbTrail	-1	0	0:All	:actors/mons/vulgar.txt
WarlordOfHell	22282	150	1:Doom	:actors/mons/wohl.txt
WarlordOfHellBall	-1	0	0:All	:actors/mons/wohl.txt
Chnesoth	14068	0	1:Doom	:actors/npcs/chnesoth.txt
3dDeco	-1	0	0:All	:actors/3dobjs/3dbases.txt
3dObstacle	-1	0	0:All	:actors/3dobjs/3dbases.txt
3dObject	-1	0	0:All	:actors/3dobjs/3dbases.txt
3dFlora	-1	0	0:All	:actors/3dobjs/3dbases.txt
PoisonFartCloud	-1	0	1:Doom	:actors/3dobjs/3dbases.txt
Banner1A	32300	0	1:Doom	:actors/3dobjs/heretic2.txt
Banner2A	32301	0	1:Doom	:actors/3dobjs/heretic2.txt
Banner3A	32302	0	0:All	:actors/3dobjs/heretic2.txt
Banner3B	32441	0	0:All	:actors/3dobjs/heretic2.txt
MineCartF	32303	0	1:Doom	:actors/3dobjs/heretic2.txt
MineCartE	32304	0	0:All	:actors/3dobjs/heretic2.txt
MineCartW	32305	0	1:Doom	:actors/3dobjs/heretic2.txt
WoodenCart	32306	0	1:Doom	:actors/3dobjs/heretic2.txt
LightCart	32307	0	0:All	:actors/3dobjs/heretic2.txt
SideCart	32308	0	0:All	:actors/3dobjs/heretic2.txt
CrystalBlue	32309	0	1:Doom	:actors/3dobjs/heretic2.txt
CrystalGreen	32310	0	0:All	:actors/3dobjs/heretic2.txt
CrystalRed	32311	0	0:All	:actors/3dobjs/heretic2.txt
Pisces	32312	0	1:Doom	:actors/3dobjs/heretic2.txt
BoldFish	32313	0	1:Doom	:actors/3dobjs/heretic2.txt
DuckBillL	32314	0	1:Doom	:actors/3dobjs/heretic2.txt
DuckBillR	32315	0	0:All	:actors/3dobjs/heretic2.txt
SDragonL	32316	0	1:Doom	:actors/3dobjs/heretic2.txt
SDragonR	32317	0	0:All	:actors/3dobjs/heretic2.txt
Plant1	32319	0	1:Doom	:actors/3dobjs/heretic2.txt
Plant2	32320	0	0:All	:actors/3dobjs/heretic2.txt
Plant3a	32321	0	0:All	:actors/3dobjs/heretic2.txt
Plant3b	32322	0	0:All	:actors/3dobjs/heretic2.txt
Plant3c	32323	0	0:All	:actors/3dobjs/heretic2.txt
Grass	32324	0	0:All	:actors/3dobjs/heretic2.txt
Bush1a	32325	0	0:All	:actors/3dobjs/heretic2.txt
Bush1b	32326	0	0:All	:actors/3dobjs/heretic2.txt
Bush2	32327	0	0:All	:actors/3dobjs/heretic2.txt
Cactus1a	32328	0	0:All	:actors/3dobjs/heretic2.txt
Cactus1b	32329	0	0:All	:actors/3dobjs/heretic2.txt
Cactus2	32330	0	0:All	:actors/3dobjs/heretic2.txt
Cactus3	32331	0	1:Doom	:actors/3dobjs/heretic2.txt
H2Stal1a	32429	0	1:Doom	:actors/3dobjs/heretic2.txt
H2Stal1b	32430	0	0:All	:actors/3dobjs/heretic2.txt
H2Stal2a	32431	0	0:All	:actors/3dobjs/heretic2.txt
H2Stal2b	32432	0	0:All	:actors/3dobjs/heretic2.txt
H2Stal3a	32433	0	0:All	:actors/3dobjs/heretic2.txt
H2Stal3b	32434	0	0:All	:actors/3dobjs/heretic2.txt
H2Stag1a	32435	0	1:Doom	:actors/3dobjs/heretic2.txt
H2Stag1b	32436	0	0:All	:actors/3dobjs/heretic2.txt
H2Stag2a	32437	0	1:Doom	:actors/3dobjs/heretic2.txt
H2Stag2b	32438	0	0:All	:actors/3dobjs/heretic2.txt
H2Stag3a	32439	0	0:All	:actors/3dobjs/heretic2.txt
H2Stag3b	32440	0	0:All	:actors/3dobjs/heretic2.txt
H2Shrine	32332	0	1:Doom	:actors/3dobjs/heretic2.txt
Caesar	32400	0	1:Doom	:actors/3dobjs/hexen2.txt
Lion	32401	0	0:All	:actors/3dobjs/hexen2.txt
King	32402	0	0:All	:actors/3dobjs/hexen2.txt
X2Tree1	32403	0	1:Doom	:actors/3dobjs/hexen2.txt
X2Tree2	32404	0	0:All	:actors/3dobjs/hexen2.txt
SimpleCart	32405	0	1:Doom	:actors/3dobjs/hexen2.txt
Bell	32407	0	1:Doom	:actors/3dobjs/hexen2.txt
iuBell	32408	0	1:Doom	:actors/3dobjs/hexen2.txt
ibBell	32409	0	1:Doom	:actors/3dobjs/hexen2.txt
Barrel1a	32410	0	1:Doom	:actors/3dobjs/hexen2.txt
Barrel1b	32411	0	0:All	:actors/3dobjs/hexen2.txt
Barrel2a	32412	0	1:Doom	:actors/3dobjs/hexen2.txt
Barrel2b	32413	0	0:All	:actors/3dobjs/hexen2.txt
Barrel3a	32414	0	1:Doom	:actors/3dobjs/hexen2.txt
Barrel3b	32415	0	0:All	:actors/3dobjs/hexen2.txt
JK3Stag1a	32442	0	1:Doom	:actors/3dobjs/jk3.txt
JK3Stag2a	32443	0	0:All	:actors/3dobjs/jk3.txt
JK3Stag3a	32444	0	0:All	:actors/3dobjs/jk3.txt
JK3Stal1a	32420	0	1:Doom	:actors/3dobjs/jk3.txt
JK3Stal2a	32421	0	0:All	:actors/3dobjs/jk3.txt
JK3Stal3a	32422	0	0:All	:actors/3dobjs/jk3.txt
JK3Stag1b	32445	0	0:All	:actors/3dobjs/jk3.txt
JK3Stag2b	32446	0	0:All	:actors/3dobjs/jk3.txt
JK3Stag3b	32447	0	0:All	:actors/3dobjs/jk3.txt
JK3Stal1b	32448	0	0:All	:actors/3dobjs/jk3.txt
JK3Stal2b	32449	0	0:All	:actors/3dobjs/jk3.txt
JK3Stal3b	32450	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsG1	32451	0	1:Doom	:actors/3dobjs/jk3.txt
JK3MineralsR1	32427	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsB1	32428	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsG2	32452	0	1:Doom	:actors/3dobjs/jk3.txt
JK3MineralsR2	32453	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsB2	32454	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsG3	32455	0	1:Doom	:actors/3dobjs/jk3.txt
JK3MineralsR3	32456	0	0:All	:actors/3dobjs/jk3.txt
JK3MineralsB3	32457	0	0:All	:actors/3dobjs/jk3.txt
JK3Tree1	32423	0	1:Doom	:actors/3dobjs/jk3.txt
JK3Tree2	32424	0	0:All	:actors/3dobjs/jk3.txt
JK3Tree3	32425	0	0:All	:actors/3dobjs/jk3.txt
JK3Tree4	32426	0	0:All	:actors/3dobjs/jk3.txt
Bible	32101	0	1:Doom	:actors/objs/bible.txt
BlackTorch	-1	0	1:Doom	:actors/objs/blacktorch.txt
A_BlackTorch	-1	0	0:All	:actors/objs/blacktorch.txt
BloodyChalice	32108	0	1:Doom	:actors/objs/bloodychalice.txt
Head1	32109	0	1:Doom	:actors/objs/bloodyheads.txt
Head2	32110	0	1:Doom	:actors/objs/bloodyheads.txt
Head3	32111	0	1:Doom	:actors/objs/bloodyheads.txt
Head4	32112	0	1:Doom	:actors/objs/bloodyheads.txt
BonePile	32113	0	1:Doom	:actors/objs/bonepile.txt
BreakableVase1	32119	0	1:Doom	:actors/objs/ceramicpotery.txt
BreakableVase2	32120	0	1:Doom	:actors/objs/ceramicpotery.txt
BreakableVase3	32121	0	1:Doom	:actors/objs/ceramicpotery.txt
BreakableVase4	32122	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase1	32123	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase2	32124	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase3	32125	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase4	32126	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase5	32127	0	1:Doom	:actors/objs/ceramicpotery.txt
Vase6	32128	0	1:Doom	:actors/objs/ceramicpotery.txt
ZCorpseCrucified	32143	0	1:Doom	:actors/objs/crucifiedcorpses.txt
ZCorpseCrucifiedBloody	32144	0	1:Doom	:actors/objs/crucifiedcorpses.txt
ZCorpseCrucifiedSword	32145	0	1:Doom	:actors/objs/crucifiedcorpses.txt
TorturedCyber	13465	0	1:Doom	:actors/objs/cybergore.txt
Cyberarm	13466	0	1:Doom	:actors/objs/cybergore.txt
Rocketarm	13467	0	1:Doom	:actors/objs/cybergore.txt
Fleshleg	13468	0	1:Doom	:actors/objs/cybergore.txt
Cyberleg	13469	0	1:Doom	:actors/objs/cybergore.txt
D64ShortBlueTorchGoldStand	32146	0	1:Doom	:actors/objs/d64torches.txt
D64TallBlueTorchGoldStand	32147	0	1:Doom	:actors/objs/d64torches.txt
D64ShortBlueTorchSilverStand	32148	0	1:Doom	:actors/objs/d64torches.txt
D64TallBlueTorchSilverStand	32149	0	1:Doom	:actors/objs/d64torches.txt
D64ShortBlueTorchBronzeStand	32150	0	1:Doom	:actors/objs/d64torches.txt
D64TallBlueTorchBronzeStand	32151	0	1:Doom	:actors/objs/d64torches.txt
D64ShortCyanTorchGoldStand	32152	0	1:Doom	:actors/objs/d64torches.txt
D64TallCyanTorchGoldStand	32153	0	1:Doom	:actors/objs/d64torches.txt
D64ShortCyanTorchSilverStand	32154	0	1:Doom	:actors/objs/d64torches.txt
D64TallCyanTorchSilverStand	32155	0	1:Doom	:actors/objs/d64torches.txt
D64ShortCyanTorchBronzeStand	32156	0	1:Doom	:actors/objs/d64torches.txt
D64TallCyanTorchBronzeStand	32157	0	1:Doom	:actors/objs/d64torches.txt
D64ShortGreenTorchGoldStand	32158	0	1:Doom	:actors/objs/d64torches.txt
D64TallGreenTorchGoldStand	32159	0	1:Doom	:actors/objs/d64torches.txt
D64ShortGreenTorchSilverStand	32160	0	1:Doom	:actors/objs/d64torches.txt
D64TallGreenTorchSilverStand	32161	0	1:Doom	:actors/objs/d64torches.txt
D64ShortGreenTorchBronzeStand	32162	0	1:Doom	:actors/objs/d64torches.txt
D64TallGreenTorchBronzeStand	32163	0	1:Doom	:actors/objs/d64torches.txt
D64ShortPurpleTorchGoldStand	32164	0	1:Doom	:actors/objs/d64torches.txt
D64TallPurpleTorchGoldStand	32165	0	1:Doom	:actors/objs/d64torches.txt
D64ShortPurpleTorchSilverStand	32166	0	1:Doom	:actors/objs/d64torches.txt
D64TallPurpleTorchSilverStand	32167	0	1:Doom	:actors/objs/d64torches.txt
D64ShortPurpleTorchBronzeStand	32168	0	1:Doom	:actors/objs/d64torches.txt
D64TallPurpleTorchBronzeStand	32169	0	1:Doom	:actors/objs/d64torches.txt
D64ShortRedTorchGoldStand	32170	0	1:Doom	:actors/objs/d64torches.txt
D64TallRedTorchGoldStand	32171	0	1:Doom	:actors/objs/d64torches.txt
D64ShortRedTorchSilverStand	32172	0	1:Doom	:actors/objs/d64torches.txt
D64TallRedTorchSilverStand	32173	0	1:Doom	:actors/objs/d64torches.txt
D64ShortRedTorchBronzeStand	32174	0	1:Doom	:actors/objs/d64torches.txt
D64TallRedTorchBronzeStand	32175	0	1:Doom	:actors/objs/d64torches.txt
D64ShortWhiteTorchGoldStand	32176	0	1:Doom	:actors/objs/d64torches.txt
